source,target,con_type,con_year
1252,1254,f,1
1442,834,f,2
8628,8611,f,5
6508,7147,b,4
4,491,f,1
6209,4926,f,6
9027,897,f,4
3988,4080,f,1
3529,3668,f,3
870,949,f,4
6168,5698,f,4
2697,2879,f,5
9595,5307,f,6
335,630,f,2
762,1215,f,1
1325,1411,f,6
8003,2625,f,2
3727,3618,f,4
6579,6509,f,3
3146,3125,f,5
810,1064,b,6
5256,5279,f,2
1588,1919,f,6
4830,4887,f,2
8697,5574,f,2
4606,4478,f,2
2673,2667,f,2
3214,9545,f,5
3467,3317,f,1
1605,2244,f,1
2700,2678,f,3
3234,2942,f,4
1859,985,f,6
4160,4348,b,4
3212,3150,f,4
3246,3281,f,4
4044,4073,f,1
8577,8548,f,4
418,8487,f,4
2690,2702,f,5
7127,7125,f,2
5169,6183,f,6
2502,2537,f,3
6255,6434,f,7
4568,4616,f,1
3082,2968,f,4
3595,3314,f,5
2102,2036,f,1
3481,3676,b,5
2555,2553,f,1
5142,5313,f,2
1090,783,f,1
8712,7217,f,5
2505,2471,f,4
1287,1289,f,1
1792,1754,f,6
4173,4250,f,2
2518,2526,b,5
3656,3679,f,1
4960,4954,f,1
1381,1375,f,1
1834,2249,f,4
4139,4347,f,5
1686,1918,f,2
4339,4357,f,1
5401,5402,f,1
988,1115,f,7
1045,806,f,3
1466,1756,f,5
1482,2194,v,5
10174,7269,f,7
3228,3240,f,2
8093,9845,f,6
2020,1968,f,5
3025,3017,f,1
6444,7162,f,6
8331,1732,f,2
6119,6104,f,4
1837,1081,f,6
6132,6103,f,6
3375,3430,f,5
1729,1790,f,6
664,482,f,3
3390,3486,f,2
2466,2506,f,3
5132,5134,f,3
1652,2130,f,4
2376,2460,f,1
3136,2959,f,3
4799,7149,f,5
5226,5230,f,2
2524,2471,v,5
6388,6066,b,4
1616,1636,f,4
3648,3706,f,1
7258,7154,f,5
1033,1203,f,4
3109,2961,f,1
8571,6104,f,6
3336,3358,f,3
946,1301,f,6
8258,9234,f,5
2684,2675,f,3
3039,3115,f,5
6379,7111,f,4
4715,4831,v,6
2572,2570,f,2
8372,3912,f,3
6363,7334,f,5
195,199,f,3
3081,3154,f,2
6066,7448,f,4
4355,4329,f,2
597,4392,f,4
2683,2691,f,2
836,1492,f,3
7136,6119,b,4
5143,5080,f,4
3915,3928,f,1
3131,3891,f,4
5290,5282,f,1
3147,2976,f,3
5123,5028,f,2
8678,5587,f,7
2572,2712,f,3
2992,8272,f,2
4057,3073,f,5
7435,7124,f,4
6201,6269,f,6
3570,3655,f,2
5310,5132,f,5
3980,7567,f,3
3642,3663,f,4
1442,746,f,6
7293,7280,f,2
3369,3386,f,4
6094,6178,f,5
546,304,f,4
9749,9581,f,7
1437,2225,f,5
2440,2450,f,3
2808,2827,f,3
2677,2683,f,1
4569,4404,f,4
3403,3426,f,1
6525,6175,f,7
1600,1843,f,6
1990,2132,f,2
1959,9505,b,4
2016,1670,f,3
3384,3380,f,5
4116,8393,v,5
2701,2684,f,1
2012,1733,f,3
4429,4435,f,1
9633,3090,f,4
4233,4625,f,4
1761,1928,f,2
3145,3143,f,3
1444,1428,f,2
3304,3436,f,3
1910,995,f,5
1717,1704,f,2
5467,5579,f,2
5305,5105,f,2
3138,3141,f,2
273,483,f,2
7288,7412,f,2
69,399,f,4
7217,6333,v,4
4148,4486,f,5
209,438,f,1
2969,2993,f,2
3389,3306,f,4
6567,6388,b,5
400,636,b,4
1589,1590,f,4
1870,1883,f,2
2245,1697,f,3
830,1412,f,1
2979,2972,f,4
368,218,f,2
5517,5508,f,5
2403,2388,f,4
2044,2042,f,2
1458,1085,f,3
415,182,f,2
3727,3724,f,3
5296,9576,v,5
3244,9250,f,4
9305,6312,f,7
7243,7177,f,1
2092,8223,f,3
8223,2054,f,5
1285,869,f,7
5069,5288,f,7
6216,5377,f,5
1721,1890,f,1
7106,5700,f,4
8135,1276,f,2
195,4369,f,5
3436,3476,f,4
4367,4312,f,1
7293,9377,f,4
7158,6077,b,4
4616,4568,f,2
2322,2190,f,6
5571,5551,f,3
6277,7337,f,4
24,388,f,2
10174,6528,b,7
7131,8535,f,7
4222,4312,f,4
304,127,f,1
6201,7245,f,5
7137,7126,f,4
4609,4451,f,2
7447,7450,f,1
1967,2141,f,3
6528,7189,f,2
7255,6367,f,3
6372,6362,f,2
8568,6212,f,2
4876,4693,f,4
7180,7173,f,1
1284,9989,f,7
2819,2821,f,2
3040,3113,f,2
3317,4230,f,4
2096,1798,f,7
1166,1621,f,7
6163,6314,f,7
1136,1439,f,2
6443,7206,f,5
1413,821,f,5
3011,3017,f,1
3583,3572,f,1
4023,4008,b,5
9329,710,f,4
6308,6316,f,1
5032,5036,f,1
3329,3406,f,2
1094,951,f,2
6416,2621,b,4
2654,2651,f,3
6581,2734,f,1
925,2234,f,4
1622,1637,f,1
3498,3490,f,1
338,332,f,5
5136,5124,f,1
7358,6447,f,2
2425,2457,f,2
4233,4216,f,4
3632,3603,f,1
2603,2598,f,5
8305,3530,f,4
6144,5268,b,4
7130,6103,f,6
3095,3188,f,2
6315,8730,f,3
4332,8409,f,3
6310,6163,f,6
492,638,f,3
4778,4774,f,1
3216,3102,f,2
3504,3618,f,4
5064,5275,f,2
246,584,f,1
3332,3371,f,3
1801,1847,b,4
1215,8133,f,3
350,8245,b,4
3362,3347,f,1
9167,4320,f,5
291,122,b,5
1844,2159,f,2
417,125,f,1
2154,2043,f,4
4087,4105,f,1
1506,1151,f,1
3325,3358,f,1
3019,3007,f,1
4101,4087,f,1
5092,5035,f,4
3223,3231,v,4
1757,1927,f,1
2126,1615,f,6
5231,5176,f,2
1870,1886,f,2
2136,2133,f,3
4783,4704,f,1
2166,1785,f,3
2969,3127,f,1
3705,3687,f,1
389,4251,v,4
1664,1669,f,1
5226,5218,f,3
1170,876,f,1
6131,6529,f,5
7130,6078,f,7
1953,1948,f,2
9214,3335,f,4
6104,6110,f,1
7154,6503,f,3
6267,7342,f,3
5467,5441,f,2
5505,5506,f,1
4045,4030,f,4
1235,937,f,2
3370,9258,f,5
65,400,f,5
3176,3166,f,1
5358,5251,f,5
3329,3299,f,2
499,481,f,3
2977,3210,f,4
9530,8203,f,4
1731,1857,f,3
6247,6243,f,6
2238,1690,f,2
5212,5180,f,5
2013,2013,v,5
4601,4380,f,1
4273,4240,f,1
3163,3157,f,3
4807,4788,f,2
693,626,v,4
374,26,f,5
1823,2037,f,3
4154,4157,f,2
2689,2697,f,2
8094,4789,f,3
6125,8561,f,7
5079,5209,f,4
6380,7291,f,6
5134,5132,f,1
244,571,f,5
7310,5118,f,2
1410,780,f,6
8084,4948,f,3
2062,2065,f,4
3246,3337,f,1
5086,6437,f,5
7309,7318,f,1
2830,2842,f,1
6392,6485,b,4
2800,2909,f,4
905,1129,f,2
4878,4871,f,1
4320,4303,f,1
9415,7439,f,6
7255,8717,f,2
65,66,f,1
2190,2322,f,2
3950,3963,f,5
3140,2953,f,3
581,593,f,1
6437,6432,f,1
10077,5275,f,7
3214,3036,f,3
1196,1204,f,2
5114,5199,f,7
4450,4396,v,4
4873,4875,f,7
4050,4027,f,1
2067,2121,f,4
4102,7564,f,3
375,384,f,1
1865,1815,f,3
3570,3627,f,1
8715,7275,f,5
879,958,f,3
747,9442,v,4
4400,4597,f,1
4991,4973,f,3
221,375,f,5
4804,4798,f,1
4773,4855,f,6
4314,4152,b,5
3528,3627,f,1
4967,4965,f,1
2460,2444,f,1
6370,7157,f,6
5171,6580,f,2
2666,8008,b,5
7203,7201,f,1
4693,4698,f,2
9370,6257,f,7
106,399,f,5
1898,1869,f,4
353,347,f,3
1705,1653,f,5
211,144,f,2
254,233,f,3
3210,3008,f,5
567,605,f,2
7399,2619,f,2
1827,1172,f,7
8463,4587,f,2
1448,1447,f,1
2659,2655,f,1
3636,3659,v,4
3233,3233,b,5
1619,2143,f,2
6301,6135,f,7
336,9061,f,4
8739,5343,f,4
759,734,f,1
4891,4757,v,5
5382,5605,f,3
488,194,f,1
3426,3358,f,5
217,562,f,1
4579,4495,f,1
4140,4130,f,3
4369,4208,f,5
3696,3621,f,2
5517,5543,f,2
4048,4030,f,1
7405,6296,f,3
5152,5319,f,5
1796,1742,b,5
2088,907,f,7
6327,6061,f,4
3018,2957,f,3
2892,2687,f,5
534,139,f,5
5559,5370,f,3
3505,3556,f,5
1889,1867,f,3
912,1136,f,3
1775,808,f,7
5207,5199,f,1
4482,4490,f,2
2449,2366,f,2
3973,3957,f,5
4865,4871,f,5
2973,3172,f,3
3008,2946,b,5
1748,1035,f,6
4495,225,f,3
7581,4939,f,6
8165,1708,f,7
4967,4719,f,7
132,4219,b,4
9460,3943,f,4
469,282,f,5
6245,5380,f,5
760,1123,f,3
1388,8129,f,7
4008,4023,f,2
4558,4531,f,1
2896,2900,f,2
2480,2528,f,4
8039,403,f,3
126,347,f,3
7269,6375,f,4
1134,1354,f,1
1617,1615,f,4
4266,4352,f,3
1792,1754,f,5
1320,802,f,3
4081,4088,f,3
3134,3138,f,4
4621,4486,f,2
2656,2651,f,4
3938,3856,f,5
4800,4727,f,4
8197,1961,f,4
823,967,b,6
5,113,f,1
482,398,f,4
2222,8229,f,5
1999,2002,f,2
920,915,f,3
571,563,f,1
10043,10025,f,6
1470,1455,f,6
1844,10006,f,6
2242,1918,f,2
1990,1922,f,6
4381,4396,f,4
2836,2839,f,5
4483,4344,f,5
7250,7265,f,2
8734,7165,b,4
130,518,f,2
2721,2878,f,2
3873,4051,f,1
6252,7427,f,1
2963,3180,f,2
571,223,f,3
1741,1793,f,1
9,491,f,1
4905,4887,f,7
2121,1621,f,1
2548,2553,f,1
2970,4018,f,4
3363,3356,f,1
2387,2404,f,1
6277,9861,f,6
9699,4976,f,6
6298,7240,f,4
8117,8231,f,6
1761,1009,f,6
734,757,f,2
4105,4102,f,4
4865,4887,f,5
900,884,f,2
4736,4689,f,5
6482,6210,f,3
1729,1822,f,5
130,8028,f,3
1299,1015,f,3
3494,3251,f,1
1860,1999,f,1
2992,2962,f,3
3567,3545,f,2
2364,287,b,4
409,13,f,2
970,2074,v,6
6645,8707,f,7
4385,4480,f,1
7368,7357,f,1
3933,3982,f,2
3141,3000,f,4
3412,3368,f,2
7133,8517,f,6
3494,3329,f,3
2000,1806,f,4
9467,1776,b,4
6482,6366,f,1
2668,2672,f,5
585,560,f,2
1011,1175,f,6
3599,3730,f,2
4190,4125,f,3
2468,2495,f,2
3704,3519,f,3
4923,4714,v,4
4757,4749,f,7
860,1382,f,1
66,58,f,4
453,4600,v,4
1602,2030,f,3
888,906,f,2
3090,3156,f,3
550,537,f,2
2054,8229,f,6
2104,1793,f,1
4275,4201,f,3
8487,4412,f,2
6131,6176,f,6
2815,2778,f,1
6525,6526,f,3
805,965,f,4
5297,4963,f,6
7310,5252,f,4
8134,1288,f,3
898,1048,f,3
3190,3012,f,3
1427,1408,f,1
6057,7330,f,4
1161,1013,f,4
821,1182,f,1
8167,8145,f,3
5170,5187,f,5
9841,5463,b,6
474,638,f,5
8802,441,f,4
1252,2101,f,7
2891,2899,f,2
4229,4269,f,4
51,115,f,4
3103,2968,f,4
2664,2712,f,1
4776,4925,f,1
7218,6579,f,3
465,111,f,2
835,1018,f,7
2904,2874,f,5
7441,8081,f,7
1186,1205,f,1
514,244,b,4
243,221,f,4
533,200,f,5
1881,1022,b,5
3969,3973,f,1
538,526,f,1
3651,3525,f,4
1058,8136,b,4
4396,4406,f,5
821,808,f,4
2519,2485,v,5
2013,1997,f,1
1322,1947,f,4
2000,1248,f,6
4237,4246,f,1
1482,998,f,5
892,1211,b,6
800,1394,f,3
3655,3570,f,2
4659,2915,f,4
6162,7291,v,5
2184,853,b,6
2014,2020,f,1
9287,4764,v,4
8773,1394,f,7
4153,555,f,4
4125,4125,f,5
1252,1263,f,1
4455,4458,f,1
1626,2357,v,7
2185,1721,f,7
2089,2221,f,1
267,397,f,3
3155,3104,f,4
7418,7415,f,2
42,242,f,4
4356,4355,f,3
8591,5380,b,5
4216,4233,f,4
6264,6260,f,1
2387,2392,f,2
1124,1257,f,1
4084,3899,f,4
3963,9063,v,5
9889,5590,f,7
6191,6100,f,7
1652,1639,f,3
1982,2142,f,5
933,1223,f,3
4864,4817,f,3
5531,5536,f,1
1262,1251,f,1
3382,3469,f,4
1126,8135,f,3
1754,1337,f,7
9627,4968,f,4
1870,1883,f,1
4855,4925,f,4
5166,5126,f,4
2697,2691,f,1
7153,6633,f,3
7230,7168,f,1
8252,3481,f,2
1005,1142,f,1
6126,6108,f,1
2174,1729,f,4
9041,6443,f,5
97,350,f,3
3620,3618,f,4
732,2094,f,7
8662,9656,f,4
3523,4627,b,4
2545,2543,f,4
4019,4006,f,4
9434,1048,f,4
3883,4024,b,5
2903,2725,v,5
4502,4539,f,3
1369,925,f,1
969,961,f,3
1910,2211,f,6
7116,6503,f,7
2468,2504,f,2
501,189,b,4
4834,4839,f,2
6400,7156,f,5
6432,6424,f,1
1262,2092,f,6
1304,1927,f,2
4464,4609,f,1
3525,3651,f,2
1494,8142,v,6
3857,4032,f,3
3267,3339,f,4
2244,2212,f,6
4873,4754,f,7
2590,2518,f,5
5146,5121,f,4
4685,5006,f,1
3918,4068,b,4
4443,4465,f,3
1311,2136,f,5
8104,8192,b,7
2677,2683,f,3
1909,1908,f,3
1026,1465,f,6
2570,2543,f,2
856,1384,f,5
1470,8146,f,4
10155,9380,f,7
3007,3009,f,2
8082,9595,v,4
1845,1791,b,4
5142,5126,f,2
6483,6484,f,4
1997,2013,f,3
2043,2054,f,1
5050,5049,f,1
2086,2157,b,4
2165,2153,f,2
3519,3678,f,3
519,362,f,2
5125,5313,f,7
7245,702,f,3
3419,3405,f,3
2402,2407,f,2
4235,4125,f,3
1146,2122,f,4
10143,6058,f,7
9271,4714,v,6
361,361,f,4
4984,4907,f,2
3316,3258,f,5
1314,1174,f,2
2797,2701,f,4
7380,6284,f,3
1892,1436,f,5
6467,9367,f,5
2649,2666,f,2
899,1421,f,5
9420,9399,f,4
4550,4420,f,5
1600,1911,f,7
1348,1423,f,5
4048,3963,f,5
753,1421,f,6
9653,5080,f,4
4626,4493,f,4
347,532,f,1
3120,8238,f,5
7117,8736,f,7
6177,7403,f,1
1603,944,f,4
1317,1954,f,6
6635,6650,f,2
96,416,f,2
1432,2036,f,7
6149,7162,f,4
123,127,f,1
685,286,f,5
2239,8189,f,5
752,1413,f,7
1879,2050,f,3
2433,2440,b,5
2725,2716,f,1
9241,9225,f,4
4838,4862,f,5
5246,5244,f,1
1897,2023,f,1
3149,3145,f,2
4303,8386,v,5
8619,8671,f,4
6168,6364,f,5
3563,3674,f,2
535,502,f,1
7203,7206,f,1
529,536,f,1
3618,3718,f,3
1807,1772,f,3
3212,3211,f,1
6494,7391,f,5
7153,6051,f,2
5109,5100,f,1
1408,1679,b,6
6094,6459,f,3
766,1004,f,2
3223,2968,f,3
2197,2222,f,6
1287,2155,f,2
3572,3583,f,5
6633,6384,b,5
268,266,b,4
148,215,f,4
6160,6168,f,1
2150,9102,f,4
4448,4458,f,2
2682,2702,f,1
5186,5249,b,4
6179,6185,f,2
395,64,f,2
2695,2686,f,2
775,1883,f,5
5377,5507,f,2
2191,2190,f,4
4909,4709,f,7
3520,3504,f,1
32,2604,f,4
6265,6411,f,2
3271,3297,f,2
9757,9025,f,5
3275,3273,f,2
3242,2991,f,3
360,419,f,2
7160,6059,f,1
4426,4461,f,3
2839,2845,f,4
4596,4198,f,5
1489,766,f,1
9416,7350,v,5
4886,4883,f,1
1743,2220,f,6
2235,1882,f,1
3453,3383,f,4
2666,2665,f,2
2245,1881,f,4
4249,4234,f,1
3016,2989,f,3
7260,6203,f,1
3339,3267,f,3
3109,3134,f,5
5153,5152,f,1
3695,3642,f,1
9166,8043,f,5
3294,3432,f,4
8206,942,f,4
3613,3672,f,4
905,807,f,2
295,9174,f,5
5256,5279,f,4
2064,2225,f,5
162,166,f,2
4427,167,f,3
305,140,f,3
5267,5297,f,1
3755,3650,f,3
4991,4911,f,5
4500,8472,f,3
3013,3020,f,1
7158,7208,f,1
3851,4078,f,4
2082,1789,f,5
5289,5275,f,1
1706,1632,f,4
727,590,f,2
1109,9469,f,7
8043,9151,f,4
1761,1720,f,7
2099,1256,f,2
7216,7208,f,1
5200,5201,f,2
258,563,f,3
2844,3921,f,2
3148,3123,f,3
4550,4420,f,2
6443,9412,f,4
4263,4236,b,4
1080,852,f,2
4526,4225,b,4
728,159,f,1
3667,3578,f,4
4980,4790,f,1
3069,3073,f,1
4370,4373,f,1
5265,5116,f,6
9302,6168,b,7
2390,2397,f,5
1135,1680,f,6
7266,7104,f,1
1994,1352,f,6
7316,6308,b,4
3159,3142,f,1
3185,2968,f,2
6391,4974,f,5
2061,2067,f,2
5604,5565,f,7
3237,2965,f,5
6445,6095,f,3
4873,4769,f,5
947,1463,f,7
1819,1584,f,4
3567,3623,f,2
9394,7187,f,7
413,414,f,2
8333,1737,f,3
5045,5073,f,1
1663,2230,f,4
397,268,f,2
153,4440,f,5
1193,1193,f,6
1740,1751,f,5
1691,2027,f,2
6168,6485,f,6
3678,3606,f,4
2180,2172,f,3
1348,1407,f,3
3867,3852,f,1
2039,2036,f,2
5184,5187,f,3
3843,4028,f,4
7323,6188,f,5
1038,1042,f,1
4708,4925,f,5
5260,5563,f,5
1852,2092,f,4
8697,5596,f,3
5084,5129,f,6
794,935,f,7
5631,5370,f,1
7336,6270,f,3
1509,2030,f,4
5080,5294,f,7
3575,3557,f,3
5180,5179,f,3
3296,3123,f,2
4182,4366,f,3
844,839,f,2
843,772,f,3
4468,4528,f,3
3427,3492,f,1
3086,3203,v,5
4789,4779,f,5
3681,3563,f,5
7390,7181,f,6
3219,3046,f,3
3066,2960,f,5
3907,8789,b,4
2224,1893,v,4
3436,3794,f,2
1807,1848,f,3
3332,9224,f,4
348,427,f,1
7208,6558,v,5
3148,3178,f,4
4717,4711,f,7
2402,2401,v,4
467,60,f,3
1647,1958,f,5
1754,1752,f,1
3213,3035,f,4
6068,7180,f,4
5430,5448,f,1
4553,4485,f,2
3241,3090,f,5
2487,2499,f,3
2390,2430,f,5
7353,7366,f,1
5056,5119,f,3
4420,4493,f,4
5200,5275,f,3
4426,198,v,5
1526,4829,f,4
7103,9820,f,6
5249,5109,f,7
9729,2022,b,6
7332,7270,f,4
4136,4142,f,1
2400,2456,f,5
3941,4076,f,3
2247,2186,f,1
1112,8139,f,3
8685,5442,f,3
5695,6260,f,4
4033,4030,f,1
2030,1396,v,4
6132,6133,f,1
3277,3383,f,5
8462,4539,f,5
1366,1151,f,2
5424,8660,f,2
5509,8601,f,4
6057,6078,f,4
1077,1054,f,5
747,927,f,6
2486,2561,f,4
1792,2013,f,7
656,4303,b,5
947,2146,f,7
4568,4616,f,5
6651,7442,f,1
1801,2034,f,5
1326,8135,b,4
2239,1611,b,4
404,8794,f,4
6446,6451,f,2
4456,9121,f,4
1985,1243,f,7
5598,5569,f,4
5448,5207,f,4
1074,1080,f,3
5155,5213,f,3
1218,2125,f,4
10088,768,f,7
5033,5031,f,1
2151,2223,b,5
6307,7272,f,6
2880,8346,f,3
1779,1782,f,1
4340,4313,b,5
4109,4112,f,2
7183,8731,f,5
1180,9978,f,6
6089,7146,f,2
1765,1758,f,4
969,967,f,2
4198,9162,f,5
2051,2039,f,1
7341,6375,f,3
6151,7409,f,1
7246,6302,f,5
3227,3065,f,2
5491,5474,f,6
2797,2878,f,3
2522,2896,f,4
9676,2590,f,5
1496,1284,f,1
3450,3472,f,5
3545,3685,f,5
9628,4070,f,5
574,221,f,1
1223,1372,f,3
6313,6298,f,1
3244,3285,f,2
746,821,f,6
827,759,f,2
4988,4762,f,4
144,366,f,1
4397,4586,f,1
105,399,f,4
2666,2650,f,2
9015,4049,f,3
4702,4701,f,2
7342,7156,f,2
1665,1673,f,3
126,290,f,1
7689,5494,f,1
736,2121,f,6
5141,5301,f,2
3009,698,f,2
6126,6116,f,4
4424,4436,f,2
7270,8711,f,4
2123,1957,f,1
9704,2052,b,5
521,510,f,2
2322,1166,v,5
4217,4116,f,1
4601,8804,f,3
54,275,f,5
4375,4195,f,4
2871,2876,f,4
1470,1615,f,7
305,543,f,5
2208,1738,v,4
2004,2005,f,1
2480,2889,v,5
839,993,f,4
5112,5208,f,3
5037,8085,f,2
2587,2544,f,2
7800,4662,f,2
5539,5540,f,2
3009,8249,f,5
3314,3270,f,1
3408,3314,f,4
5250,5274,f,1
5179,5249,f,3
7284,8730,f,3
4800,4776,f,5
1860,1855,f,2
1601,2233,f,3
8094,4869,f,2
735,1404,f,5
3611,3630,f,1
9855,9263,f,6
2051,1844,f,2
8821,8160,f,4
4733,5235,f,4
8658,8675,v,7
4582,4489,f,3
6635,8715,f,7
6125,8561,f,6
2149,2147,f,1
5232,4935,f,4
891,1035,f,2
2875,2878,f,1
1232,945,f,4
6405,4823,f,7
2493,8352,v,5
7103,6359,f,4
3755,3613,f,2
3563,3681,f,2
1052,754,f,4
4222,4274,f,1
281,279,f,3
1626,1012,f,7
5195,4928,b,7
6126,6108,f,7
8571,9405,f,6
8242,8809,f,4
4861,4917,f,3
8487,248,f,5
7369,9402,f,6
3729,3527,f,3
2620,2634,f,3
1670,1872,f,2
8278,3582,f,2
3017,3005,f,1
6413,6051,b,4
4596,4198,f,4
2658,2668,f,2
8535,8517,f,4
6510,6109,f,3
3082,3181,f,1
4443,4543,f,3
3002,3024,f,1
970,847,b,5
3010,3167,f,4
362,140,f,3
1136,912,f,2
2950,3030,v,5
7109,7340,f,5
4170,4167,f,4
4702,4790,f,5
1048,9434,f,4
5636,6115,v,6
245,457,f,5
2915,2899,f,4
3168,3165,f,1
8587,5425,f,3
1265,1273,f,1
3668,3509,f,3
1351,8101,f,6
9942,9911,f,6
2107,1719,f,6
4097,4082,f,1
4794,4828,f,3
8571,9355,f,4
5177,5328,f,1
2397,2388,f,3
4042,3931,f,3
5590,8676,f,3
64,342,f,1
1536,1106,b,5
3007,3009,f,5
4749,4866,f,7
6317,7251,f,4
2441,2448,f,4
3598,3292,v,4
8362,2539,f,2
2962,3188,f,3
6057,7446,f,1
1045,8126,f,2
3964,3930,f,2
4434,4494,f,2
370,571,f,1
4500,4528,f,5
2079,9470,b,4
1002,772,f,3
1024,1384,f,6
5609,5605,f,3
1861,1810,f,1
268,267,f,1
6139,6464,f,5
2521,2509,f,1
4891,4890,f,1
6465,7424,f,4
9447,189,f,4
2771,2775,b,4
1845,1857,f,4
352,425,f,1
8736,4800,f,4
3082,9634,f,5
4281,4284,f,1
4918,4896,f,1
2214,2161,f,1
4322,4198,f,4
4116,4133,f,3
9060,9141,f,4
1900,1682,f,4
4916,4901,f,1
3402,3412,f,2
4759,4961,f,6
7228,6203,b,4
2779,2785,f,2
5441,5472,f,6
3363,3368,f,1
9401,6361,v,6
4611,4611,f,2
5604,5581,f,1
3886,4105,f,1
64,626,f,3
6211,6401,f,2
8398,4012,f,2
7154,6503,f,1
480,685,f,1
7342,7333,f,1
4230,4228,f,1
2956,2942,f,1
6465,9381,f,5
4393,4481,f,2
4022,4013,f,5
1147,1004,f,2
341,627,f,2
7103,7114,f,3
1159,1027,f,1
8041,135,f,4
4916,5206,f,7
2571,2576,f,2
5005,4964,f,2
3718,3724,f,1
3325,3358,f,4
4309,234,f,4
7283,7282,f,1
3280,3449,b,4
6429,6250,f,3
3137,3318,f,3
1029,1179,f,3
3417,3721,f,5
626,414,f,3
3139,3134,f,5
4805,7117,f,7
4584,4591,f,1
841,2191,f,7
568,598,f,1
4339,4353,f,2
3746,3726,f,3
3523,8455,f,2
5430,5475,f,7
6471,7158,v,4
8327,1814,f,2
5072,5183,f,2
3433,3436,f,2
739,750,f,4
1873,1871,f,4
5454,5611,f,3
4245,438,f,3
333,60,f,1
337,478,f,4
4975,4811,f,3
551,532,f,1
4023,3944,f,2
2310,1590,f,6
1992,1785,f,5
3446,3430,f,3
1085,1093,f,1
9636,998,f,5
4976,7259,f,3
2048,2037,f,1
8744,1086,f,2
393,66,f,3
3559,2498,f,4
4406,4568,f,5
4492,8467,f,5
6417,6402,f,1
5266,5251,f,1
7221,6080,f,3
8014,2684,v,5
9940,5109,v,7
5468,5490,f,4
2913,2915,f,4
6274,6650,f,2
6268,6482,f,2
4133,4146,f,3
2250,2242,f,4
2044,1125,f,2
3259,3414,f,5
9077,4845,f,7
3693,3741,f,5
70,56,f,3
5212,5053,b,6
1993,2002,f,1
5631,5386,f,5
5243,1000,f,3
6518,6427,f,5
4080,4004,f,2
5584,5377,f,7
1319,1165,f,7
3026,3022,f,2
1884,1918,f,3
6189,7278,b,4
2062,2058,f,4
1946,1979,f,5
3754,3600,f,2
5407,5606,f,3
7368,6480,f,6
1878,2357,b,4
1620,1014,f,3
2140,1931,f,7
649,187,f,1
4884,4757,v,7
1738,2203,f,2
8809,9543,f,5
2974,3122,b,4
7316,6310,f,5
54,284,f,1
739,750,f,2
4041,4088,b,5
7131,7122,f,5
4307,4300,f,1
8413,3930,f,4
1480,1120,f,6
4436,4442,f,5
3205,3064,f,4
442,521,f,3
1881,1883,f,6
292,8056,f,3
19,69,f,5
248,242,f,4
2082,1855,f,5
1305,869,f,1
1662,1603,f,3
1697,2248,f,4
8231,8117,f,6
1862,1847,f,1
408,467,f,1
4834,4720,f,3
1511,932,f,3
9271,4714,f,4
3899,4093,f,3
1595,1598,f,3
4166,4371,f,1
1166,1309,f,4
6407,6279,f,7
2239,1455,b,5
9571,5092,f,7
3847,3912,f,4
5201,5199,f,1
7228,7337,b,4
1132,2224,f,3
2196,1833,f,4
134,3413,f,3
5472,5423,f,2
3456,3449,f,4
1714,1586,v,5
7389,6524,f,2
4526,4626,f,1
5259,9587,f,7
3068,2955,b,5
1529,880,v,6
1131,1109,f,2
5237,9934,f,6
2322,1166,b,5
829,891,f,1
3725,3721,f,2
4859,8736,v,4
4363,4365,f,1
4992,4998,f,1
988,1279,f,7
3658,3561,f,1
8450,4497,f,4
7120,7206,f,4
4814,4851,f,5
6097,8714,f,5
6567,6563,b,4
1424,1413,f,4
3171,3090,f,1
6372,7144,f,3
234,222,f,1
4915,4978,f,5
6505,6232,f,3
112,180,f,5
7337,7212,f,2
4427,4434,f,1
106,342,f,1
9645,5061,f,4
9723,8081,f,7
8284,3625,f,5
4289,4278,f,5
2341,7446,f,1
3460,3450,f,5
4056,3898,f,5
5407,8671,f,5
1497,1007,f,1
6304,6064,f,3
2041,1740,f,5
4517,244,f,5
2032,2029,f,3
5104,5276,f,2
8333,1912,f,6
759,1446,v,6
2032,2019,f,1
4562,4556,f,2
5170,5567,b,5
3709,3618,f,5
2693,2689,f,1
1396,875,f,4
3495,3350,f,5
5442,5548,f,7
7309,7162,f,2
1432,1980,f,4
2186,768,v,4
1772,2212,f,4
9987,1599,f,6
2124,1172,f,2
829,9027,f,6
4018,3895,f,4
5511,5353,f,2
4859,4844,f,1
7334,7342,f,1
345,518,f,1
799,2135,f,3
5602,5612,f,1
5238,5236,f,2
785,1311,f,2
4883,4902,f,5
630,191,f,1
1049,878,f,6
1088,1094,f,1
5189,5579,f,5
5295,5308,f,2
865,2117,f,4
1023,1093,f,3
4500,4624,f,2
90,518,f,1
8121,1370,f,6
9156,9046,f,5
7446,6480,f,7
5429,5396,f,3
8715,7322,f,4
2002,2052,f,4
1401,885,v,6
1083,1722,f,4
2791,2772,f,1
5412,5397,f,1
4471,391,f,2
8047,327,f,3
4060,3846,f,1
1388,1225,f,5
5174,5280,b,5
2217,983,f,7
9710,4945,v,6
9964,8192,f,6
7165,7347,f,1
1932,1933,f,1
6626,6255,f,1
3066,2960,f,2
8223,1782,f,5
7341,7161,f,4
1913,1884,f,2
2666,2670,f,5
1330,1325,f,2
7329,5157,f,4
2085,2082,f,2
